year,factor_left,factor_right,correlation
2016,bp_z,bp_z,1.0
2016,bp_z,ep_z,0.23971632966011786
2016,bp_z,sp_z,0.5651315958987132
2016,bp_z,cfp_z,0.17582804808226982
2016,bp_z,value_composite_raw_z,0.8180983284340102
2016,bp_z,bp_size_neutral_z,0.9502189658947436
2016,bp_z,bp_industry_neutral_z,0.7084085440949618
2016,bp_z,bp_industry_size_neutral_z,0.6561983725931159
2016,bp_z,ep_size_neutral_z,0.1798974419271262
2016,bp_z,ep_industry_neutral_z,0.13192810890930187
2016,bp_z,ep_industry_size_neutral_z,0.08116528958907845
2016,bp_z,sp_size_neutral_z,0.45712199329282227
2016,bp_z,sp_industry_neutral_z,0.3014137378524704
2016,bp_z,sp_industry_size_neutral_z,0.28564628872030723
2016,bp_z,cfp_size_neutral_z,0.0914743100912491
2016,bp_z,cfp_industry_neutral_z,0.07654323274141599
2016,bp_z,cfp_industry_size_neutral_z,0.03154350835614386
2016,bp_z,value_composite_raw_size_neutral_z,0.7201269136819539
2016,bp_z,value_composite_raw_industry_neutral_z,0.5280885905320624
2016,bp_z,value_composite_raw_industry_size_neutral_z,0.43272310984657647
2016,ep_z,bp_z,0.23971632966011786
2016,ep_z,ep_z,1.0
2016,ep_z,sp_z,0.3428581036580966
2016,ep_z,cfp_z,0.32982816860234115
2016,ep_z,value_composite_raw_z,0.38602694108620145
2016,ep_z,bp_size_neutral_z,0.22347335476839167
2016,ep_z,bp_industry_neutral_z,0.1427051308635683
2016,ep_z,bp_industry_size_neutral_z,0.12291681915712319
2016,ep_z,ep_size_neutral_z,0.8296975715425221
2016,ep_z,ep_industry_neutral_z,0.6036225178298724
2016,ep_z,ep_industry_size_neutral_z,0.49320474910743056
2016,ep_z,sp_size_neutral_z,0.3218175031900287
2016,ep_z,sp_industry_neutral_z,0.14792509305545462
2016,ep_z,sp_industry_size_neutral_z,0.1402265571339012
2016,ep_z,cfp_size_neutral_z,0.23628324263788178
2016,ep_z,cfp_industry_neutral_z,0.18054226330201706
2016,ep_z,cfp_industry_size_neutral_z,0.1151682602048207
2016,ep_z,value_composite_raw_size_neutral_z,0.3663711921501819
2016,ep_z,value_composite_raw_industry_neutral_z,0.17717472482061555
2016,ep_z,value_composite_raw_industry_size_neutral_z,0.18231036021251937
2016,sp_z,bp_z,0.5651315958987132
2016,sp_z,ep_z,0.3428581036580966
2016,sp_z,sp_z,1.0
2016,sp_z,cfp_z,0.35234020501887037
2016,sp_z,value_composite_raw_z,0.884399471927012
2016,sp_z,bp_size_neutral_z,0.5439788727939239
2016,sp_z,bp_industry_neutral_z,0.361614786423135
